id,label,id_prop_instance_of
id_creator_36,"Roggero, P. P.",id_base_creator;id_base_author
id_creator_37,"Pan, S.",id_base_creator;id_base_author
id_creator_38,"Schwager, M.",id_base_creator;id_base_author
id_creator_39,"Calbet, X.",id_base_creator;id_base_author
id_creator_40,"Wiedmann, T.",id_base_creator;id_base_author
id_creator_41,"Fedorov, A.",id_base_creator;id_base_author
id_creator_42,"Tokos, K. S.",id_base_creator;id_base_author
id_creator_43,"Reynolds, M.",id_base_creator;id_base_author
id_creator_44,"Basios, V.",id_base_creator;id_base_author
id_creator_45,"Patidar, V.",id_base_creator;id_base_author
id_creator_46,"Pasicko, R.",id_base_creator;id_base_author
id_creator_47,"Galbraith, E. D.",id_base_creator;id_base_author
id_creator_48,"Zedda, L.",id_base_creator;id_base_author
id_creator_49,"Wefer, G.",id_base_creator;id_base_author
id_creator_50,"Kayler, Z. E.",id_base_creator;id_base_author
id_creator_51,"Lade, S.J.",id_base_creator;id_base_author
id_creator_52,"Benbelkacem, A.",id_base_creator;id_base_author
id_creator_53,"Bierkandt, R.",id_base_creator;id_base_author
id_creator_54,"Böhm, U.",id_base_creator;id_base_author
id_creator_55,"Kawamiya, M.",id_base_creator;id_base_author
id_creator_56,"Zhou, T.",id_base_creator;id_base_author
id_creator_57,"Barrett, J.",id_base_creator;id_base_author
id_creator_10540,"Tappeiner, U.",id_base_creator;id_base_author;id_base_editor
id_creator_59,"Souza, W. M. de",id_base_creator;id_base_author
id_creator_60,"Andreev, A.A.",id_base_creator;id_base_author
id_creator_61,"Ahrens, B.",id_base_creator;id_base_author
id_creator_62,"Sivapalan, M.",id_base_creator;id_base_author
id_creator_63,"Vanniere, B.",id_base_creator;id_base_author
id_creator_64,"Liu, Fanzhen",id_base_creator;id_base_author
id_creator_65,"Nicolis, G.",id_base_creator;id_base_author
id_creator_66,"Makse, H. A.",id_base_creator;id_base_author
id_creator_67,"Gillet, F.",id_base_creator;id_base_author
id_creator_68,"Tirole, J.",id_base_creator;id_base_author
id_creator_69,"Schulze, E. D.",id_base_creator;id_base_author
id_creator_70,"Rogelj, R.",id_base_creator;id_base_author
id_creator_10553,"Ingram, J.S.I.",id_base_creator;id_base_author;id_base_editor
id_creator_72,"Velegrakis, A.",id_base_creator;id_base_author
id_creator_73,"Asay-Davis, Xylar",id_base_creator;id_base_author
id_creator_74,"Sluisveld, M. A. E. van",id_base_creator;id_base_author
id_creator_75,"Schneeman, B.",id_base_creator;id_base_author
id_creator_76,"Anderies, J. M.",id_base_creator;id_base_author
id_creator_77,"Blaum, N.",id_base_creator;id_base_author
id_creator_78,"Donner, Reik V.",id_base_creator;id_base_author
id_creator_79,"Goryachkin, S.",id_base_creator;id_base_author
id_creator_80,"Hudson, J. L.",id_base_creator;id_base_author
id_creator_81,"Wieler, L.-H.",id_base_creator;id_base_author
id_creator_82,"Lind, P.G.",id_base_creator;id_base_author
id_creator_83,"Poblete-Cazenave, M.",id_base_creator;id_base_author
id_creator_84,"Tallaksen, L.M.",id_base_creator;id_base_author
id_creator_85,"Kohlhaas, M.",id_base_creator;id_base_author
id_creator_86,"Holdren, J.P.",id_base_creator;id_base_author
id_creator_87,"B rdossy, A.",id_base_creator;id_base_author
id_creator_88,"Walkenhorst, O.",id_base_creator;id_base_author
id_creator_89,"Avril, B.",id_base_creator;id_base_author
id_creator_90,"Lizaso, J. I.",id_base_creator;id_base_author
id_creator_91,"Rahn, E.",id_base_creator;id_base_author
id_creator_92,"Tuerk, A.",id_base_creator;id_base_author
id_creator_93,"Borghetti, M.",id_base_creator;id_base_author
id_creator_94,"Koch, J.",id_base_creator;id_base_author
id_creator_95,"Buzna, L.",id_base_creator;id_base_author
id_creator_96,"Lathey, V.",id_base_creator;id_base_author
id_creator_97,"Montpied, P.",id_base_creator;id_base_author
id_creator_98,"Hope, C. W.",id_base_creator;id_base_author
id_creator_99,"Hese, S.",id_base_creator;id_base_author
id_creator_100,"Buschmann, A.",id_base_creator;id_base_author
id_creator_101,"Payne, A. J.",id_base_creator;id_base_author
id_creator_102,"Guo, Y.",id_base_creator;id_base_author
id_creator_103,"Khoshbeen, A. J.",id_base_creator;id_base_author
id_creator_104,"Xu, J.",id_base_creator;id_base_author
id_creator_105,"Nabuurs, G.-J.",id_base_creator;id_base_author
id_creator_106,"Taubenböck, H.",id_base_creator;id_base_author
id_creator_107,"Lewanski, R.",id_base_creator;id_base_author
id_creator_108,"Suresh, K.",id_base_creator;id_base_author
id_creator_109,"Feldman, R. L.",id_base_creator;id_base_author
id_creator_110,"Müller Schmied,  H.",id_base_creator;id_base_author
id_creator_111,"Rhein, M.",id_base_creator;id_base_author
id_creator_112,"Barrett, M.",id_base_creator;id_base_author
id_creator_113,"Shiklomanov, A.I.",id_base_creator;id_base_author
id_creator_114,"Kühn, M.",id_base_creator;id_base_author
id_creator_115,"Bayer, A. D.",id_base_creator;id_base_author
id_creator_116,"Schlenker, W.",id_base_creator;id_base_author
id_creator_117,"Stratonovich, P.",id_base_creator;id_base_author
id_creator_118,"Kopp, R.",id_base_creator;id_base_author
id_creator_119,"Friedlingstein, P.",id_base_creator;id_base_author
id_creator_120,"Xu, W.",id_base_creator;id_base_author
id_creator_121,"Álvarez-Sánchez, J.",id_base_creator;id_base_author
id_creator_122,"Schulze, R.",id_base_creator;id_base_author
id_creator_123,"Dekker, S. C.",id_base_creator;id_base_author
id_creator_124,"Timm, O. E.",id_base_creator;id_base_author
id_creator_125,"Stott, P. A.",id_base_creator;id_base_author
id_creator_126,"DeWitt, J.",id_base_creator;id_base_author
id_creator_127,"Young, S.",id_base_creator;id_base_author
id_creator_128,"Heimlich, R.",id_base_creator;id_base_author
id_creator_129,"Vettoretti, G.",id_base_creator;id_base_author
id_creator_130,"Corbeels, M.",id_base_creator;id_base_author
id_creator_131,"Franco, A.",id_base_creator;id_base_author
id_creator_132,"Escalada, M.",id_base_creator;id_base_author
id_creator_133,"Klein, A. M.",id_base_creator;id_base_author
id_creator_134,"Caminade, C.",id_base_creator;id_base_author
id_creator_10585,"Biermann, F.",id_base_creator;id_base_author;id_base_editor
id_creator_136,"Dauber, J.",id_base_creator;id_base_author
id_creator_137,"Paracchini, M.L.",id_base_creator;id_base_author
id_creator_138,"Brunsch, R.",id_base_creator;id_base_author
id_creator_139,"Arrowsmith, G.",id_base_creator;id_base_author
id_creator_140,"François, C.",id_base_creator;id_base_author
id_creator_141,"Sagebiel, J.",id_base_creator;id_base_author
id_creator_142,"Fröhlich, C.",id_base_creator;id_base_author
id_creator_143,"Appelrath, H.-J.",id_base_creator;id_base_author
id_creator_144,"Bashmakov, I. A.",id_base_creator;id_base_author
id_creator_145,"Beblik, A.",id_base_creator;id_base_author
id_creator_146,"Niedźwiedź, T.",id_base_creator;id_base_author
id_creator_147,"Nuss, P.",id_base_creator;id_base_author
id_creator_148,"Dingenen, R. van",id_base_creator;id_base_author
id_creator_149,"Handorf, Dörthe",id_base_creator;id_base_author
id_creator_150,"Lamers, P.",id_base_creator;id_base_author
id_creator_151,"Henman, J.",id_base_creator;id_base_author
id_creator_152,"Finger, R.",id_base_creator;id_base_author
id_creator_153,"Schmidt, B.",id_base_creator;id_base_author
id_creator_154,"Pedrosa, T.",id_base_creator;id_base_author
id_creator_155,"Beronov, B.",id_base_creator;id_base_author
id_creator_156,"Kirman, A.",id_base_creator;id_base_author
id_creator_157,"Fulton, E. A.",id_base_creator;id_base_author
id_creator_158,"Sarkar, B.",id_base_creator;id_base_author
id_creator_10597,"Christ, T.",id_base_creator;id_base_author;id_base_editor
id_creator_160,"England, M.",id_base_creator;id_base_author
id_creator_161,"Holland, E. A.",id_base_creator;id_base_author
id_creator_162,"Berger, M.",id_base_creator;id_base_author
id_creator_163,"Lecocq, F.",id_base_creator;id_base_author
id_creator_164,"Seidel, T.",id_base_creator;id_base_author
id_creator_165,"Zhu, Z.",id_base_creator;id_base_author
id_creator_166,"Alo, B. I.",id_base_creator;id_base_author
id_creator_167,"Tang, Yang",id_base_creator;id_base_author
id_creator_168,"Kostecki, R. P.",id_base_creator;id_base_author
id_creator_169,"Plötner, S.",id_base_creator;id_base_author
id_creator_170,"Talockaite, E.",id_base_creator;id_base_author
id_creator_10610,"Bleischwitz, R.",id_base_creator;id_base_author;id_base_editor
id_creator_172,"Fernandes, E.",id_base_creator;id_base_author
id_creator_173,"Schlenk, F.",id_base_creator;id_base_author
id_creator_174,"Wang, R. H. J.",id_base_creator;id_base_author
id_creator_175,"Haberl, Helmut",id_base_creator;id_base_author
id_creator_176,"Fischer, T.",id_base_creator;id_base_author
id_creator_177,"Di Rienzo,  M.",id_base_creator;id_base_author
id_creator_178,"Doutriaux-Boucher, M.",id_base_creator;id_base_author
id_creator_179,"Lobell, D.",id_base_creator;id_base_author
id_creator_180,"Neves, L. J. P. F.",id_base_creator;id_base_author
id_creator_181,"Bonatti, M.",id_base_creator;id_base_author
id_creator_182,"Kry<sanova, V.",id_base_creator;id_base_author
id_creator_183,"Jansson, Patrik",id_base_creator;id_base_author
id_creator_184,"de Siqueira Pinto,  A.",id_base_creator;id_base_author
id_creator_185,"Arcenas, A.",id_base_creator;id_base_author
id_creator_186,"Nikiforova, V.",id_base_creator;id_base_author
id_creator_187,"Cardew, G.",id_base_creator;id_base_author
id_creator_188,"Xiao, T.",id_base_creator;id_base_author
id_creator_189,"McNeil, B. I.",id_base_creator;id_base_author
id_creator_190,"Meier, R.",id_base_creator;id_base_author
id_creator_191,"Gravsholt Busck,  A.",id_base_creator;id_base_author
id_creator_10629,"Jaeger, C. C.",id_base_creator;id_base_author;id_base_editor
id_creator_193,"Walther, A.",id_base_creator;id_base_author
id_creator_194,"Tilman, D.",id_base_creator;id_base_author
id_creator_195,"Breitenbach, H.",id_base_creator;id_base_author
id_creator_196,"Becker, S. L.",id_base_creator;id_base_author
id_creator_197,"Harscoët, S.",id_base_creator;id_base_author
id_creator_198,"Ramankutty, N.",id_base_creator;id_base_author
id_creator_10631,"Metz, B.",id_base_creator;id_base_author;id_base_editor
id_creator_200,"Driesner, T.",id_base_creator;id_base_author
id_creator_201,"Pham, H. T.",id_base_creator;id_base_author
id_creator_202,"Szabó, L.",id_base_creator;id_base_author
id_creator_203,"Semenov, S.",id_base_creator;id_base_author
id_creator_204,"Lucht, W.",id_base_creator;id_base_author
id_creator_205,"Tazalika, L.",id_base_creator;id_base_author
id_creator_206,"Mileti, D.",id_base_creator;id_base_author
id_creator_207,"Fleckenstein, J. H.",id_base_creator;id_base_author
id_creator_208,"Bond-Lamberty, B.",id_base_creator;id_base_author
id_creator_209,"Lenz, S.",id_base_creator;id_base_author
id_creator_210,"Lamb, W. F.",id_base_creator;id_base_author
id_creator_211,"King, H.",id_base_creator;id_base_author
id_creator_212,"Prestele, R.",id_base_creator;id_base_author
id_creator_213,"Redden, R.",id_base_creator;id_base_author
id_creator_214,"Bradke, H.",id_base_creator;id_base_author
id_creator_215,"Brisson, N.",id_base_creator;id_base_author
id_creator_216,"Kromer, B.",id_base_creator;id_base_author
id_creator_217,"Weiland, M.",id_base_creator;id_base_author
id_creator_218,"Álvarez-Solas, J.",id_base_creator;id_base_author
id_creator_219,"Schimschar, S.",id_base_creator;id_base_author
id_creator_220,"Pikaar, I.",id_base_creator;id_base_author
id_creator_221,"Alan C.,  Mix",id_base_creator;id_base_author
id_creator_222,"Strassburg, B.",id_base_creator;id_base_author
id_creator_223,"Figueroa Helland,  V. C.",id_base_creator;id_base_author
id_creator_224,"Voß, A.",id_base_creator;id_base_author
id_creator_225,"Kaltenrieder, P.",id_base_creator;id_base_author
id_creator_226,"Liu, Z.",id_base_creator;id_base_author
id_creator_227,"Akçakaya, H. R.",id_base_creator;id_base_author
id_creator_228,"Teixera, E. A.",id_base_creator;id_base_author
id_creator_10661,"Lass, W.",id_base_creator;id_base_author;id_base_editor
id_creator_230,"Xoplaki, E.",id_base_creator;id_base_author
id_creator_10664,"Keith, D. W.",id_base_creator;id_base_author;id_base_editor
id_creator_232,"Spiegel, Stephan",id_base_creator;id_base_author
id_creator_233,"Grosjean, G.",id_base_creator;id_base_author
id_creator_234,"Sanghi, A.",id_base_creator;id_base_author
id_creator_235,"Estefen, S.",id_base_creator;id_base_author
id_creator_236,"Wagemann, K.",id_base_creator;id_base_author
id_creator_237,"Wei, M.",id_base_creator;id_base_author
id_creator_238,"Dorin, B.",id_base_creator;id_base_author
id_creator_239,"Björnsen Gurung,  A.",id_base_creator;id_base_author
id_creator_240,"Scholz-Reiter, B.",id_base_creator;id_base_author
id_creator_241,"Ménot, G.",id_base_creator;id_base_author
id_creator_242,"Lambert, C.",id_base_creator;id_base_author
id_creator_243,"Ponte, R. M.",id_base_creator;id_base_author
id_creator_244,"Rheinwalt, A.",id_base_creator;id_base_author
id_creator_245,"Tietjen, B.",id_base_creator;id_base_author
id_creator_246,"Rounsevell, M.D.A.",id_base_creator;id_base_author
id_creator_247,"Caldeira, K.",id_base_creator;id_base_author
id_creator_248,"Seufert, V.",id_base_creator;id_base_author
id_creator_249,"Paeth, H.",id_base_creator;id_base_author
id_creator_250,"Williges, K.",id_base_creator;id_base_author
id_creator_251,"Subramaniyam, N. P.",id_base_creator;id_base_author
id_creator_252,"Schlenther, Carolin",id_base_creator;id_base_author
id_creator_253,"Stansell, N. D.",id_base_creator;id_base_author
id_creator_254,"Ebert, B.",id_base_creator;id_base_author
id_creator_255,"Dass, P.",id_base_creator;id_base_author
id_creator_256,"Medlyn, B.",id_base_creator;id_base_author
id_creator_257,"Choudhary, A.",id_base_creator;id_base_author
id_creator_258,"Delgado, J.",id_base_creator;id_base_author
id_creator_259,"Reusser, D. E.",id_base_creator;id_base_author
id_creator_260,"Stouffer, R. J.",id_base_creator;id_base_author
id_creator_261,"von Blücher,  F.",id_base_creator;id_base_author
id_creator_262,"Pásztor, L.",id_base_creator;id_base_author
id_creator_263,"Thibault, P.",id_base_creator;id_base_author
id_creator_264,"West, T.",id_base_creator;id_base_author
id_creator_265,"Martin, M.",id_base_creator;id_base_author
id_creator_266,"Bush, M.",id_base_creator;id_base_author
id_creator_267,"Barry, B.",id_base_creator;id_base_author
id_creator_268,"Caesar, L.",id_base_creator;id_base_author
id_creator_10687,"Hattermann, F.",id_base_creator;id_base_author;id_base_editor
id_creator_270,"Leffelaar, P. A.",id_base_creator;id_base_author
id_creator_271,"Held, A.",id_base_creator;id_base_author
id_creator_272,"Beckmann, J.",id_base_creator;id_base_author
id_creator_273,"Corell, R.",id_base_creator;id_base_author
id_creator_274,"Adkins, J.",id_base_creator;id_base_author
id_creator_275,"Löfgren, A.",id_base_creator;id_base_author
id_creator_276,"Reese, S.",id_base_creator;id_base_author
id_creator_277,"Vanderwel, M.",id_base_creator;id_base_author
id_creator_10695,"Cramton, P.",id_base_creator;id_base_author;id_base_editor
id_creator_279,"Neumann, J.",id_base_creator;id_base_author
id_creator_280,"Kleinschmit, B.",id_base_creator;id_base_author
id_creator_281,"Nitzbon, D. C.",id_base_creator;id_base_author
id_creator_282,"He, F.",id_base_creator;id_base_author
id_creator_283,"Smith, M.S.",id_base_creator;id_base_author
id_creator_284,"Matthies, F.",id_base_creator;id_base_author
id_creator_285,"Rochelle-Newall, E.",id_base_creator;id_base_author
id_creator_286,"Huss, M.",id_base_creator;id_base_author
id_creator_10701,"Gerten, D.",id_base_creator;id_base_author;id_base_editor
id_creator_288,"Jevrejeva, S.",id_base_creator;id_base_author
id_creator_289,"Wong, W .K.",id_base_creator;id_base_author
id_creator_290,"Leiderer, P.",id_base_creator;id_base_author
id_creator_291,"Gölzer, H.",id_base_creator;id_base_author
id_creator_292,"Mezghani,, A.",id_base_creator;id_base_author
id_creator_293,"Ramea, K.",id_base_creator;id_base_author
id_creator_294,"Namykin, A.",id_base_creator;id_base_author
id_creator_295,"Gütschow, J.",id_base_creator;id_base_author
id_creator_296,"Wingate, L.",id_base_creator;id_base_author
id_creator_297,"Cumming, S.G.",id_base_creator;id_base_author
id_creator_298,"Achache, J.",id_base_creator;id_base_author
id_creator_299,"Harvey, N.",id_base_creator;id_base_author
id_creator_10717,"Tyson, P.",id_base_creator;id_base_author;id_base_editor
id_creator_301,"Gömann, H.",id_base_creator;id_base_author
id_creator_302,"Fritzsche, Kerstin",id_base_creator;id_base_author
id_creator_303,"Fruhmann, C.",id_base_creator;id_base_author
id_creator_304,"Klaus, C.",id_base_creator;id_base_author
id_creator_305,"Svirezhev, Yu.",id_base_creator;id_base_author
id_creator_306,"Jylhä, K.",id_base_creator;id_base_author
id_creator_307,"Bodeker, G.",id_base_creator;id_base_author
id_creator_308,"Séférian, R.",id_base_creator;id_base_author
id_creator_309,"Connor, D. J.",id_base_creator;id_base_author
id_creator_310,"Grönig, H.",id_base_creator;id_base_author
id_creator_311,"Reckien, D.",id_base_creator;id_base_author
id_creator_312,"Kornhuber, K.",id_base_creator;id_base_author
id_creator_313,"Früh, B.",id_base_creator;id_base_author
id_creator_314,"Fujino, J.",id_base_creator;id_base_author
id_creator_315,"Sirotenko, O.",id_base_creator;id_base_author
id_creator_316,"Grisoli, R.",id_base_creator;id_base_author
id_creator_317,"Stock, B.J.",id_base_creator;id_base_author
id_creator_318,"Venevskaia, I.",id_base_creator;id_base_author
id_creator_319,"Schwarzkopf, J.",id_base_creator;id_base_author
id_creator_320,"Lautenbach, S.",id_base_creator;id_base_author
id_creator_321,"Pitelka, L. F.",id_base_creator;id_base_author
id_creator_322,"Egan, C.",id_base_creator;id_base_author
id_creator_323,"Foster, C.",id_base_creator;id_base_author
id_creator_324,"Briles, C.",id_base_creator;id_base_author
id_creator_325,"Lea, D. W.",id_base_creator;id_base_author
id_creator_326,"Sterck, F.",id_base_creator;id_base_author
id_creator_327,"Rollefson, G.",id_base_creator;id_base_author
id_creator_328,"Reick, C. H.",id_base_creator;id_base_author
id_creator_329,"Siegwolf, R. T. W.",id_base_creator;id_base_author
id_creator_330,"Troell, M.",id_base_creator;id_base_author
id_creator_331,"Rauscher, M.",id_base_creator;id_base_author
id_creator_332,"Tilliger, B.",id_base_creator;id_base_author
id_creator_333,"Gohar, L.",id_base_creator;id_base_author
id_creator_334,"Tollefson, J.",id_base_creator;id_base_author
id_creator_335,"Zharova, N.",id_base_creator;id_base_author
id_creator_336,"Zerroukat, M.",id_base_creator;id_base_author
id_creator_337,"Welisch, M.",id_base_creator;id_base_author
id_creator_338,"Burdanowitz, J.",id_base_creator;id_base_author
id_creator_339,"Estellés, F.",id_base_creator;id_base_author
id_creator_340,"Langerwisch, F.",id_base_creator;id_base_author
id_creator_341,"McCollum, D. L.",id_base_creator;id_base_author
id_creator_342,"Yu, G.",id_base_creator;id_base_author
id_creator_343,"Dabelko, G.D.",id_base_creator;id_base_author
id_creator_344,"Allgöwer, R.",id_base_creator;id_base_author
id_creator_345,"Valdes, P.",id_base_creator;id_base_author
id_creator_346,"Schandl, H.",id_base_creator;id_base_author
id_creator_347,"Spahni, R.",id_base_creator;id_base_author
id_creator_10748,"Lozán, J. L.",id_base_creator;id_base_author;id_base_editor
id_creator_349,"Diallo, M.",id_base_creator;id_base_author
id_creator_350,"Sameshima, K.",id_base_creator;id_base_author
id_creator_351,"Netherer, S.",id_base_creator;id_base_author
id_creator_352,"Helming, J.",id_base_creator;id_base_author
id_creator_353,"Guimarães Carneiro,  A. C.",id_base_creator;id_base_author
id_creator_354,"Collste, D.",id_base_creator;id_base_author
id_creator_355,"Scurlock, J. M. O.",id_base_creator;id_base_author
id_creator_356,"Donnelly, C.",id_base_creator;id_base_author
id_creator_357,"O’Brien, K. L.",id_base_creator;id_base_author
id_creator_358,"Bialonski, S.",id_base_creator;id_base_author
id_creator_359,"Chevallier, F.",id_base_creator;id_base_author
id_creator_360,"Barnosky, A",id_base_creator;id_base_author
id_creator_361,"Hardimann, S. C.",id_base_creator;id_base_author
id_creator_10762,"Vohland, K.",id_base_creator;id_base_author;id_base_editor
id_creator_363,"Heinrich, I.",id_base_creator;id_base_author
id_creator_364,"Klein, T.",id_base_creator;id_base_author
id_creator_365,"Sahagian, D.",id_base_creator;id_base_author
id_creator_366,"Ji, D.",id_base_creator;id_base_author
id_creator_10767,"Bonell, M.",id_base_creator;id_base_author;id_base_editor
id_creator_368,"Subash, B.",id_base_creator;id_base_author
id_creator_369,"Waagsaether, K.",id_base_creator;id_base_author
id_creator_370,"Jia, J.",id_base_creator;id_base_author
id_creator_371,"Biggs, R.",id_base_creator;id_base_author
id_creator_372,"Esteve, P.",id_base_creator;id_base_author
id_creator_373,"Alberici, R.",id_base_creator;id_base_author
id_creator_10773,"Walpole, M.",id_base_creator;id_base_author;id_base_editor
id_creator_375,"Moschella, P. S.",id_base_creator;id_base_author
id_creator_376,"Zondervan, R.",id_base_creator;id_base_author
id_creator_377,"Fenech, A.",id_base_creator;id_base_author
id_creator_378,"Weber, S.L.",id_base_creator;id_base_author
id_creator_379,"Kaiser, J.W.",id_base_creator;id_base_author
id_creator_380,"Bergström, H.",id_base_creator;id_base_author
id_creator_381,"Mueller, D.",id_base_creator;id_base_author
id_creator_382,"Millar, R. J.",id_base_creator;id_base_author
id_creator_383,"Ward, H.",id_base_creator;id_base_author
id_creator_384,"Terzi, V.",id_base_creator;id_base_author
id_creator_385,"Petrova, I.",id_base_creator;id_base_author
id_creator_386,"Heffernan, O.",id_base_creator;id_base_author
id_creator_387,"Papendick, K.",id_base_creator;id_base_author
id_creator_388,"Mader, S.",id_base_creator;id_base_author
id_creator_389,"Wu, C.-F.",id_base_creator;id_base_author
id_creator_390,"Brueggemann, N.",id_base_creator;id_base_author
id_creator_391,"Schweizer, W.",id_base_creator;id_base_author
id_creator_392,"Stordal, F.",id_base_creator;id_base_author
id_creator_10791,"Vuuren, D. van",id_base_creator;id_base_author;id_base_editor
id_creator_394,"Sauerborn, R.",id_base_creator;id_base_author
id_creator_395,"Thomas, C. J.",id_base_creator;id_base_author
id_creator_396,"Brakenridge, G. R.",id_base_creator;id_base_author
id_creator_397,"Vang, D. D.",id_base_creator;id_base_author
id_creator_398,"Baby, S.",id_base_creator;id_base_author
id_creator_399,"Gyalai-Korpos, M.",id_base_creator;id_base_author
id_creator_400,"Hilaire, J.",id_base_creator;id_base_author
id_creator_401,"Wesselink, B.",id_base_creator;id_base_author
id_creator_402,"Anchukaitis, K. J.",id_base_creator;id_base_author
id_creator_403,"Crassous-Doerfler, R.",id_base_creator;id_base_author
id_creator_404,"Rosati, A.",id_base_creator;id_base_author
id_creator_405,"Lawrence, L.",id_base_creator;id_base_author
id_creator_406,"Clift, R.",id_base_creator;id_base_author
id_creator_10807,"Ockenfels, A.",id_base_creator;id_base_author;id_base_editor
id_creator_408,"van Regemorter,  D.",id_base_creator;id_base_author
id_creator_409,"Olesen, J. E.",id_base_creator;id_base_author
id_creator_410,"Mix, A. C.",id_base_creator;id_base_author
id_creator_411,"Belmecheri, S.",id_base_creator;id_base_author
id_creator_412,"Hollands, K. G. T.",id_base_creator;id_base_author
id_creator_413,"Hartel, T.",id_base_creator;id_base_author
id_creator_414,"Werners, S. E.",id_base_creator;id_base_author
id_creator_415,"Petr, M.",id_base_creator;id_base_author
id_creator_416,"Bannink, A.",id_base_creator;id_base_author
id_creator_417,"Dirmeyer, P.",id_base_creator;id_base_author
id_creator_418,"Donahue, B.",id_base_creator;id_base_author
id_creator_10817,"Nakicenovic, N.",id_base_creator;id_base_author;id_base_editor
id_creator_10819,"Bauer, N.",id_base_creator;id_base_author;id_base_editor
id_creator_421,"Lück, E.",id_base_creator;id_base_author
id_creator_422,"Horemans, J. A.",id_base_creator;id_base_author
id_creator_423,"Thompkins, E. L.",id_base_creator;id_base_author
id_creator_424,"Eisenmenger, N.",id_base_creator;id_base_author
id_creator_425,"Msangi, S.",id_base_creator;id_base_author
id_creator_426,"Nenz, D.",id_base_creator;id_base_author
id_creator_427,"Buytaert, W.",id_base_creator;id_base_author
id_creator_428,"Schmidt, A.",id_base_creator;id_base_author
id_creator_429,"Lehmann, P.",id_base_creator;id_base_author
id_creator_430,"Vermeire, T.",id_base_creator;id_base_author
id_creator_431,"Calmanti, S.",id_base_creator;id_base_author
id_creator_432,"Kraemer, J. F.",id_base_creator;id_base_author
id_creator_433,"Reyer, C. P. O.",id_base_creator;id_base_author
id_creator_434,"S., Petri",id_base_creator;id_base_author
id_creator_435,"Hünerbein, A.",id_base_creator;id_base_author
id_creator_10826,"Watson, R.",id_base_creator;id_base_author;id_base_editor
id_creator_437,"Lunkeit, F.",id_base_creator;id_base_author
id_creator_438,"Lee, Y. T.",id_base_creator;id_base_author
id_creator_439,"Sabate, S.",id_base_creator;id_base_author
id_creator_10829,"Krömker, D.",id_base_creator;id_base_author;id_base_editor
id_creator_441,"Yang, Z.",id_base_creator;id_base_author
id_creator_442,"Abdurashitov, A. S.",id_base_creator;id_base_author
id_creator_443,"Vandermeer, J.",id_base_creator;id_base_author
id_creator_444,"Zhang, Z.",id_base_creator;id_base_author
id_creator_445,"Scheffler, A.",id_base_creator;id_base_author
id_creator_446,"Bakker, M.",id_base_creator;id_base_author
id_creator_447,"Tielbörger, K.",id_base_creator;id_base_author
id_creator_448,"Nunn, P.D.",id_base_creator;id_base_author
id_creator_449,"Blumenthal, Ines",id_base_creator;id_base_author
id_creator_450,"Jensen, J.",id_base_creator;id_base_author
id_creator_451,"Strugnell, N. C.",id_base_creator;id_base_author
id_creator_452,"Mueller, E. N.",id_base_creator;id_base_author
id_creator_453,"Kristensen, S.",id_base_creator;id_base_author
