id,label,id_prop_instance_of,id_prop_publication_type,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_series,id_prop_pages,id_prop_title,id_prop_issue,id_prop_volume,id_prop_publication_date,id_prop_reference_URL,id_prop_keyword,id_prop_journal,id_prop_conference
id_work_1,"Wer sind die Experten? User Needs Analysis (UNA), Post Occupancy Evaluation (POE) und Städtebau aus sozial- und umweltpsychologischer Perspektive.",id_base_work,id_type_article_in_book,id_creator_38864,id_creator_37049,id_publisher_0,id_place_0,id_series_0,75-85,,,,1993,,,,
id_work_2,Impact of climate change on forests: application of forest succession models across Central and Eastern Europe,id_base_work,id_type_conference_paper,id_creator_41298;id_creator_37520;id_creator_41326;id_creator_40341,id_creator_37050;id_creator_37051,id_publisher_1,id_place_1,,165-178,,,,1999,,,,
id_work_3,Quantifizierung des Einflusses verschiedener (baulicher und Renaturierungs-) Maßnahmen auf den Verlauf von Hochwasserereignissen am Beispiel ausgewählter Flußgebiete,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1998,,,,
id_work_4,Ein Modell der Sukzessionsdynamik europäischer Wälder - Forest ecosystems in a changing environment (4C),id_base_work,id_type_conference_paper,id_creator_21146;id_creator_38088;id_creator_40341,id_creator_37052;id_creator_37053;id_creator_37054,id_publisher_2,id_place_2,,212-217,,,,1999,,,,
id_work_5,Comparison of data requirements and performance of two semi- distributed hydrological models of different complexity,id_base_work,id_type_conference_paper,id_creator_40723;id_creator_39160;id_creator_39103,,id_publisher_3,id_place_3,,161-164,,,,1999,,,,
id_work_6,Delta 13C of CO2 respired in the dark in relation to delta 13C of leaf carbohydrates in Phaseolus vulgaris L. under progressive drought,id_base_work,id_type_isi_article,id_creator_3753;id_creator_19623;id_creator_38088;id_creator_15,,,,,515-523,,5,22,1999,,id_keyword_0;id_keyword_1411;id_keyword_2;id_keyword_1411;id_keyword_4;id_keyword_1411;id_keyword_6;id_keyword_1411;id_keyword_8;id_keyword_1411;id_keyword_10,id_journal_0,
id_work_7,Land use change in Europe and implications for agriculture and water resources,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_42031;id_creator_185;id_creator_19,id_creator_37055;id_creator_37792,id_publisher_4,id_place_4,id_series_1,361-384,Harmonization with the western economics: Estonian developments and related conceptual and methodological frameworks,,,1999,,,,
id_work_8,Großräumige hydrologische Parametrisierung und Modellierung als Teil der integrierten Modellierung,id_base_work,id_type_conference_paper,id_creator_39160;id_creator_9537;id_creator_9619;id_creator_39247;id_creator_3610,id_creator_38207;id_creator_37634,id_publisher_5,id_place_5,,31-40,,,,1999,,,,
id_work_9,The use of semi-qualitative reasoning and probability distributions in assessing possible behaviours of a socio- economic system,id_base_work,id_type_conference_paper,id_creator_5459;id_creator_26859;id_creator_39360,,id_publisher_6,id_place_6,,410-416,,,,1999,,id_keyword_11;id_keyword_1411;id_keyword_13;id_keyword_1411;id_keyword_15;id_keyword_1411;id_keyword_49,,
id_work_10,Effects of climate change influencing storm runoff generation: basic considerations and a pilot study in Germany,id_base_work,id_type_conference_paper,id_creator_39160;id_creator_30700;id_creator_2465;id_creator_2466,id_creator_37621;id_creator_37622;id_creator_39160,id_publisher_7,id_place_7,,,,,,1999,,,,
id_work_11,The Odra/Oder flood in summer 1997,id_base_work,id_type_other_article,id_creator_39160;id_creator_37148;id_creator_37131;id_creator_37149,,,id_place_8,,1-163,,,,1997,,,id_journal_1,
id_work_12,International relations and global climate change,id_base_work,id_type_pik_series,id_creator_40041,,id_publisher_8,id_place_8,id_series_2,,,,,1996,http://www.pik-potsdam.de/pik_web/publications/pik_reports/reports/reports/pr.21/pr21_1.htm,,,
id_work_13,Regional simulation of winter wheat yields for the state of Brandenburg under present and future climate,id_base_work,id_type_conference_paper,id_creator_7790;id_creator_2457;id_creator_42031;id_creator_25471,,,id_place_9,,,,,,1998,,,,
id_work_14,Socio-economic implications of land use change modelling on a regional scale,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_39262,id_creator_37062;id_creator_37063,id_publisher_9,id_place_10,,73-82,,,,1999,,id_keyword_715;id_keyword_1411;id_keyword_632;id_keyword_1411;id_keyword_22,,id_conference_0
id_work_15,Möglicher Klimawandel und seine Auswirkungen auf den Wasserhaushalt - insbesondere auf die Grundwasserneubildung,id_base_work,id_type_conference_paper,id_creator_38649,,,,,1-26,,,,1997,,,,
id_work_16,Macro- and mesoscale hydrological modelling in the Elbe river basin,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_39262,id_creator_37064;id_creator_37065;id_creator_37066,id_publisher_10,id_place_11,,57-61,,,,1998,,id_keyword_712,,
id_work_17,Meteorological input variables in meso and macroscale hydrological modelling,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_39626;id_creator_9642,,id_publisher_11,id_place_3,,165-168,,,,1999,,,,
id_work_18,"Extremer Nordsommer '92. Meteorologische Ausprägung, Wirkungen auf naturnahe und vom Menschen beeinflußte Ökosysteme, gesellschaftliche Perzeption und situationsbezogene politisch- administrative bzw. individuelle Maßnahmen",id_base_work,id_type_other_article,id_creator_38295;id_creator_37068;id_creator_39716,id_creator_38295;id_creator_37068;id_creator_39716,,id_place_8,,,,1-4,,1994,,,id_journal_1,
id_work_19,Factors affecting nitrogen export from diffuse sources: a modelling study in the Elbe basin,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_40655;id_creator_39626;id_creator_39262,id_creator_37070,id_publisher_12,id_place_12,id_series_3,201-212,,,,1999,,,,
id_work_20,Comparing global models of terrestrial net primary productivity (NPP): Overview and key results,id_base_work,id_type_isi_article,id_creator_41326;id_creator_2751;id_creator_34353;id_creator_3232;id_creator_1826;id_creator_3234;id_creator_3235,,,,,1-15,,April,5 (Supplement 1),1999,,,id_journal_2,
id_work_21,"Technical Summary: Impacts, Adaptations and Mitigation Options",id_base_work,id_type_article_in_book,id_creator_41326,id_creator_37268;id_creator_37269;id_creator_37270,id_publisher_13,id_place_13,id_series_4,19-53,,,,1996,,,,
id_work_22,Achievements and future needs towards an improved flood protection in the Oder river basin: results of the EU-expert meeting on the Oder flood in summer 1997,id_base_work,id_type_conference_paper,id_creator_39160;id_creator_36605;id_creator_39103,id_creator_37808,id_publisher_14,id_place_14,,,,,,1999,,,,
id_work_23,Topography-based Hydrological Modelling in the Elbe Drainage Basin,id_base_work,id_type_epub,id_creator_2806;id_creator_38649;id_creator_40723;id_creator_39262,,,,,,,,,1996,,,,
id_work_24,Umwelt und Sicherheit: Die Rolle von Umweltschwellenwerten in der empirisch-quantitativen Modellierung,id_base_work,id_type_pik_series,id_creator_38277,,id_publisher_8,id_place_8,id_series_5,,,,,1998,,id_keyword_567;id_keyword_1411;id_keyword_309;id_keyword_1411;id_keyword_28;id_keyword_1411;id_keyword_30,,
id_work_25,Sind Freihandel und Umweltschutz vereinbar?,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_26,The effects of free-air CO2 enrichment and soil water availability on spatial and seasonal patterns of wheat root growth,id_base_work,id_type_isi_article,id_creator_8062;id_creator_42031;id_creator_2195;id_creator_1850;id_creator_2196;id_creator_1843;id_creator_2194;id_creator_25471,,,,,519-529,,5,5,1999,,,id_journal_2,
id_work_27,Klimaänderungen: Ursachen und Wirkungen,id_base_work,id_type_book,id_creator_41240;id_creator_38095,,id_publisher_15,id_place_8,,1-65,,,,1993,,,,
id_work_28,Das CERA-2: Ein raumbezogenes Daten- und Metadatenmodell,id_base_work,id_type_article_in_book,id_creator_2677;id_creator_11234;id_creator_965,id_creator_37526;id_creator_37527,id_publisher_16,id_place_15,id_series_6,107-121,,,,1999,,id_keyword_590;id_keyword_1411;id_keyword_33,,
id_work_29,Wissenschaftliche Aussagen zum Klimawandel - Zum politischen Umgang mit objektiv unsicheren Ergebnissen der Klimaforschung,id_base_work,id_type_article_in_book,id_creator_37321;id_creator_38295,id_creator_37134;id_creator_41501;id_creator_39693;id_creator_38791,id_publisher_17,id_place_16,id_series_7,364-367,,,,1998,,,,
id_work_30,Europe,id_base_work,id_type_article_in_book,id_creator_38062;id_creator_37545;id_creator_1294;id_creator_91;id_creator_37562;id_creator_93;id_creator_94;id_creator_95;id_creator_13587;id_creator_37460,id_creator_37081;id_creator_37082;id_creator_37083,id_publisher_18,id_place_13,id_series_8,149-185,,,,1998,,,,
id_work_31,"Topic 1. Research on the linkages between climate change and forest ecosystems, including feedbacks from the ecosystem to the climate system",id_base_work,id_type_article_in_report,id_creator_41326;id_creator_41298;id_creator_100,id_creator_39068,id_publisher_19,id_place_17,id_series_9,3-8,Annex to the international report on resolution H4,,,1998,,,,
id_work_32,Natürliche Senken und Quellen des atmosphärischen Kohlendioxides: Stand des Wissens und Optionen des Handelns,id_base_work,id_type_other_article,id_creator_37646;id_creator_36677;id_creator_103;id_creator_104;id_creator_26479;id_creator_37797;id_creator_107;id_creator_34353;id_creator_41326;id_creator_41298;id_creator_4970,,,id_place_16,,4-5,,287,,1999,,,id_journal_3,
id_work_33,Sustainability and new economic policy options (panel discussion),id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_34,The Tolerable Windows Approach to Integrated Assessment,id_base_work,id_type_conference_paper,id_creator_37460;id_creator_26859;id_creator_19386;id_creator_116;id_creator_38295,id_creator_37085;id_creator_37086;id_creator_37087,id_publisher_20,,,403-430,,,,1997,,id_keyword_553;id_keyword_1411;id_keyword_36;id_keyword_1411;id_keyword_401;id_keyword_1411;id_keyword_589;id_keyword_1411;id_keyword_42;id_keyword_1411;id_keyword_49,,id_conference_1
id_work_35,Direct graphite furnace atomic absorption spectrometric determination of metals in seawater - application of new palladium modifiers and a fractal approach to the analytic support of palladium modifiers,id_base_work,id_type_isi_article,id_creator_118;id_creator_2243;id_creator_37551;id_creator_121;id_creator_122,,,,,241-251,,2,279,1993,,,id_journal_4,
id_work_36,Möglicher Klimawandel und seine Auswirkungen auf den Wasserhaushalt - insbesondere auf die Grundwasserneubildung,id_base_work,id_type_lecture,id_creator_38649,,,,,,,,,1997,,,,
id_work_37,Comparing global models of terrestrial net primary productivity (NPP): global pattern and differentiation by major biomes,id_base_work,id_type_isi_article,id_creator_2751;id_creator_34353;id_creator_3235;id_creator_127,,,,,16-24,,April,5 (Supplement 1),1999,,,id_journal_2,
id_work_38,Climate Change Impacts on Forests,id_base_work,id_type_article_in_book,id_creator_9892;id_creator_9886;id_creator_130;id_creator_131;id_creator_41326,id_creator_37268;id_creator_37269;id_creator_37270,id_publisher_13,id_place_13,id_series_4,95-129,,,,1996,,,,
id_work_39,Comparing global models of terrestrial net primary productivity (NPP): analysis of differences in light absorption and light-use efficiency,id_base_work,id_type_isi_article,id_creator_3234;id_creator_2434;id_creator_34353,,,,,56-64,,April,5 (Supplement 1),1999,,,id_journal_2,
id_work_40,Raum-zeitliche Dynamik von Ökosystemverbänden unter sich verändernden Immissionsbedingungen am Beispiel der Dübener Heide,id_base_work,id_type_article_in_book,id_creator_39716;id_creator_8637,id_creator_37427,id_publisher_21,id_place_18,id_series_10,1-34,,,,1996,,,,
id_work_41,Problems and Progress in Macroscale Hydrological Modelling,id_base_work,id_type_article_in_book,id_creator_39262,id_creator_37092,id_publisher_13,id_place_13,id_series_11,135-144,,,,1995,,,,
id_work_42,The tolerable windows approach to global warming,id_base_work,id_type_epub,id_creator_26859;id_creator_39360;id_creator_37525,id_creator_37093,id_publisher_22,id_place_19,,,,,,1998,,id_keyword_549;id_keyword_1411;id_keyword_47;id_keyword_1411;id_keyword_49;id_keyword_1411;id_keyword_1421;id_keyword_1411;id_keyword_589,,
id_work_43,How is ecosystem function affected by the hydrological lateral flows in complex landscapes?,id_base_work,id_type_article_in_book,id_creator_37547;id_creator_143;id_creator_144;id_creator_145;id_creator_146;id_creator_4622;id_creator_148,id_creator_37683;id_creator_38493,id_publisher_23,id_place_20,id_series_12,255-271,,,,1999,,,,
id_work_44,Assimilation of satellite measurements in short wavelengths into production model. Test of several radiative transfer models,id_base_work,id_type_conference_paper,id_creator_2424;id_creator_38662;id_creator_151,id_creator_37096,,,,1127-1134,,,,1994,,,,
id_work_45,Ermittlung von Hochwasserwahrscheinlickeiten für die Nuthe zwischen Jüterborg und Woltersdorf,id_base_work,id_type_report,id_creator_9642;id_creator_39626;id_creator_36986,,id_publisher_24,id_place_21,,1-93,,,,1998,,,,
id_work_46,Disaggregierung und Skalierung bei Parameterermittlungen für die hydrologische Modellierung und Regionalisierung,id_base_work,id_type_article_in_book,id_creator_39262;id_creator_38649,id_creator_37346,id_publisher_25,id_place_22,,155-165,Proceedings zur Fachtagung 'Modellierung in der Hydrologie',,,1997,,,,
id_work_47,Integrated Modelling of Nonpoint Source Pollution for Meso- Scale Watersheds using GIS,id_base_work,id_type_conference_paper,id_creator_40723;id_creator_2806;id_creator_38649,,,,,351-356,,,,1995,,,,
id_work_48,Global operational remote sensing and modelling of ocean waves,id_base_work,id_type_conference_paper,id_creator_2545;id_creator_30567;id_creator_2547;id_creator_40704,,id_publisher_26,id_place_23,,310-323,,,,1998,,,,
id_work_49,On the benefit of assimilation of wave spectra retrieved  from ERS-1 SAR wave mode data,id_base_work,id_type_conference_paper,id_creator_30567;id_creator_2545,,id_publisher_27,id_place_23,,241-250,,,,1998,,,,
id_work_50,Comparison of assimilation results from an optimal interpolation and the Green's function method using ERS-1 SAR wave mode spectra,id_base_work,id_type_conference_paper,id_creator_30567;id_creator_2547;id_creator_1409;id_creator_40704,,,,,1131-1136,,,,1997,,,,
id_work_51,Land use scenarios for flood risk assessment studies,id_base_work,id_type_conference_paper,id_creator_10878;id_creator_5881;id_creator_39103,id_creator_37098;id_creator_37099;id_creator_37100,id_publisher_28,id_place_24,,1-71,,,,1999,,,,
id_work_52,Sustainability and new economic policy options: the example of international emissions trading,id_base_work,id_type_article_in_book,id_creator_37321,,,,id_series_13,,,,,1999,,id_keyword_54;id_keyword_1411;id_keyword_1421,,
id_work_53,Simulation of tree and stand development under different environmental conditions with a physiologically based model,id_base_work,id_type_isi_article,id_creator_36691;id_creator_8637,,,,,59-76,,1-3,120,1999,,id_keyword_795;id_keyword_1411;id_keyword_59;id_keyword_1411;id_keyword_61;id_keyword_1411;id_keyword_63;id_keyword_1411;id_keyword_1334,id_journal_5,
id_work_54,A landscape model for the investigation of atmogenic pollution effects on the dynamics of scots pine ecosystems,id_base_work,id_type_article_in_book,id_creator_8637;id_creator_39716,id_creator_40153;id_creator_37636,id_publisher_14,id_place_25,id_series_14,283-311,,,,1998,,id_keyword_494;id_keyword_1411;id_keyword_68;id_keyword_1411;id_keyword_602;id_keyword_1411;id_keyword_612;id_keyword_1411;id_keyword_74,,
id_work_55,Dynamics of Radiocarbon in Soils,id_base_work,id_type_isi_article,id_creator_1459;id_creator_179,,,,,363-367,,,35,1993,,,id_journal_6,
id_work_56,Zur Klimaschutzstrategie des langen Bremsweges,id_base_work,id_type_other_article,id_creator_38295;id_creator_26859,,,id_place_26,,34-39,,,10/98,1998,,id_keyword_75;id_keyword_1411;id_keyword_77,id_journal_7,
id_work_57,Intergenerational equity and discounting,id_base_work,id_type_other_article,id_creator_37525,,,,,127-136,,,1,2000,,,id_journal_8,
id_work_58,Zur gerechten Verteilung der Lasten des Klimaschutzes: eine ökonomische Analyse,id_base_work,id_type_article_in_book,id_creator_37321,id_creator_37103;id_creator_37139;id_creator_37105,id_publisher_29,id_place_27,id_series_15,69-86,,,,1999,,id_keyword_1421;id_keyword_1411;id_keyword_435;id_keyword_1411;id_keyword_431,,
id_work_59,MATSALU - The System of Simulation Models for Agricultural Watershed and Shallow Sea Bay,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_185;id_creator_186;id_creator_1715,id_creator_39799;id_creator_37107;id_creator_37108,id_publisher_30,id_place_28,id_series_16,112-113,,,,1996,,,,
id_work_60,Modelling runoff dynamics of the Elbe drainage basin: an application of the HBV model,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_2806;id_creator_190,id_creator_37109;id_creator_37110,id_publisher_31,id_place_29,id_series_17,147-152,,,,1998,,id_keyword_83;id_keyword_1411;id_keyword_85,,
id_work_61,Applicability of Medium Scale Watershed Modelling for the Study of the Baltic Sea Catchment Area,id_base_work,id_type_conference_paper,id_creator_40723,,,,,355-362,,,,1994,,,,id_conference_2
id_work_62,Untersuchung der immissionsbedingten Dynamik von Ökosystemen unter dem Einfluß sich verändernder Schadstoffemissionen,id_base_work,id_type_article_in_report,id_creator_37636;id_creator_36691;id_creator_40344,,id_publisher_32,id_place_8,,1-40,"BMBF-Abschlußbericht, Förderkennzeichen P12/103799",,,1996,,,,
id_work_63,Auswirkung von Landnutzungsänderungen auf den Wasserhaushalt eines mesoskaligen Einzugsgebietes,id_base_work,id_type_lecture,id_creator_38649;id_creator_39262,,,,,,,,,1998,,,,
id_work_64,GIS-basierte großskalige hydrologische Modellierung,id_base_work,id_type_epub,id_creator_38649;id_creator_39262,,id_publisher_33,id_place_30,,,,,,1999,,id_keyword_86;id_keyword_1411;id_keyword_699,,
id_work_65,A GIS-based approach for regional hydrological modelling,id_base_work,id_type_isi_article,id_creator_38649;id_creator_39262;id_creator_2806;id_creator_9642,id_creator_37271;id_creator_37112;id_creator_37273,,,,33-43,,,,1999,,id_keyword_89;id_keyword_1411;id_keyword_91,id_journal_9,
id_work_66,Numerical age computations of the Antarctic ice sheet for dating deep ice cores,id_base_work,id_type_article_in_book,id_creator_210;id_creator_207;id_creator_35721;id_creator_35268,id_creator_37114;id_creator_37115;id_creator_37116,id_publisher_34,id_place_31,id_series_18,307-318,,,,1999,,id_keyword_101;id_keyword_1411;id_keyword_103;id_keyword_1411;id_keyword_105;id_keyword_1411;id_keyword_107;id_keyword_1411;id_keyword_100,,
id_work_67,"Simulation of the Antarctic ice sheet with a three-dimensional polythermal ice-sheet model, in support of the EPICA project. Part II: Nested high-resolution treatment of Dronning Maud Land, Antarctica",id_base_work,id_type_isi_article,id_creator_207;id_creator_35268;id_creator_35721;id_creator_210;id_creator_37114,,,,,,,,30,2000,,id_keyword_101;id_keyword_1411;id_keyword_103;id_keyword_1411;id_keyword_105;id_keyword_1411;id_keyword_107;id_keyword_1411;id_keyword_109,id_journal_10,
id_work_68,Scaling Issues in the Coupling of Hydrological and Atmospheric Models,id_base_work,id_type_article_in_report,id_creator_39262,id_creator_39262,,,,,"Programme and Abstracts. Workshop W1 at the 5th Scientific Assembly of the IAHS, Rabat/Marokko, 28.-",,,1997,,,,
id_work_69,Investigation of the performance of a regional climate model in reproducing extreme conditions during the drought year 1983,id_base_work,id_type_lecture,id_creator_24885,,,,,,,,,1999,,,,
id_work_70,Archetypical Patterns of Non-Sustainable Development on the Global Scale: The Syndrome Concept,id_base_work,id_type_conference_paper,id_creator_10219,,,,,,,,,1997,,,,
id_work_71,Indication of a universal persistence law governing atmospheric variability,id_base_work,id_type_isi_article,id_creator_14809;id_creator_38218;id_creator_32896;id_creator_2320;id_creator_219;id_creator_40583,,,,,729-732,,3,81,1998,,,id_journal_11,
id_work_72,May land use change reduce the water deficiency problem caused by reduced brown coal mining in the state of Brandenburg?,id_base_work,id_type_isi_article,id_creator_42031;id_creator_40723;id_creator_39716;id_creator_36986,,,,,105-117,,2-4,51,1999,,,id_journal_12,
id_work_73,Modelling river discharge for large drainage basins: from lumped to distributed approach,id_base_work,id_type_isi_article,id_creator_40723;id_creator_39160;id_creator_2806,,,,,313-331,,2,44,1999,,,id_journal_13,
id_work_74,Annual validation of significant wave heights from imagette spectra of synthetic aperture radar with altimeter data of ERS- 1 and TOPEX/POSEIDON,id_base_work,id_type_isi_article,id_creator_30567;id_creator_2545,,,,,13345-13358,,6,C 104,1999,,,id_journal_14,
id_work_75,Auswirkung von Landnutzungsänderungen auf den Wasserhaushalt eines mesoskaligen Einzugsgebietes,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_39262,id_creator_37198;id_creator_37199;id_creator_37200;id_creator_37201;id_creator_37202;id_creator_37203;id_creator_37204,id_publisher_35,id_place_32,,315-318,,,,1998,,id_keyword_715;id_keyword_1411;id_keyword_112,,
id_work_76,Großskalige hydrologische Modellierung von Landnutzungsänderungen vor dem Hintergrund unsicherer Eingangsdaten,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_9642;id_creator_39262,id_creator_38207;id_creator_37634,id_publisher_5,id_place_5,,153-161,,,,1998,,,,
id_work_77,Blueprint for a Regional Assessment Model of Land Use Change,id_base_work,id_type_lecture,id_creator_37616,,,id_place_33,,,,,,1996,,,,
id_work_78,Thermodynamic orientors: how to use thermodynamic concepts in ecology,id_base_work,id_type_article_in_book,id_creator_10601,id_creator_39068,id_publisher_36,id_place_34,id_series_19,,,,,1998,,,,
id_work_79,Adaptation and the guardrail approach to tolerable climate change policy,id_base_work,id_type_isi_article,id_creator_39230;id_creator_37460,,,,,103-128,,,43,2000,,,id_journal_15,
id_work_80,A zero-dimensional climate-vegetation model containing global carbon and hydrological cycle,id_base_work,id_type_isi_article,id_creator_37177;id_creator_25476,,,,,119-127,,2-3,106,1998,,id_keyword_113;id_keyword_1411;id_keyword_332;id_keyword_1411;id_keyword_328;id_keyword_1411;id_keyword_119,id_journal_16,
id_work_81,Empirical-quantitative approaches to the study of international environmental policy,id_base_work,id_type_article_in_book,id_creator_38277,id_creator_37128,id_publisher_37,id_place_35,id_series_20,41-64,,,,1999,,id_keyword_120;id_keyword_1411;id_keyword_122;id_keyword_1411;id_keyword_124;id_keyword_1411;id_keyword_126,,
id_work_82,Konzepte der großskaligen GIS-basierten hydrologischen Modellierung,id_base_work,id_type_lecture,id_creator_38649,,,id_place_36,,,,,,1999,,id_keyword_127,,
id_work_83,The Odra/Oder flood in summer 1997,id_base_work,id_type_conference_paper,id_creator_39160;id_creator_37148;id_creator_37131;id_creator_37149,id_creator_39160;id_creator_37148;id_creator_37131;id_creator_37149,id_publisher_38,id_place_7,,1-163,,,,1999,,,,
id_work_84,Die globale Wechselwirkung zwischen Vegetation und Klima - Ein Beitrag zur Klimasystemmodellierung,id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1998,,,,
id_work_85,Waldgebiete und Waldbrandgeschehen in Brandenburg im Trockensommer 1992,id_base_work,id_type_other_article,id_creator_2262,,,,,245-264,,2,1,1994,,,id_journal_1,
id_work_86,World in Transition: The Research Challenge,id_base_work,id_type_book,id_creator_9665;id_creator_3191;id_creator_38342,,id_publisher_39,id_place_21,,1-193,,,,1997,,,,
id_work_87,Selbstverständnis und Aufgabengebiete der Sektion 'Soziologie und Ökologie' der Deutschen Gesellschaft für Soziologie,id_base_work,id_type_other_article,id_creator_41486;id_creator_253;id_creator_254;id_creator_255;id_creator_256,,,,,76-81,,2,,1997,,,id_journal_17,
id_work_88,Applicability of techniques of cost-benefit analysis to climate change: a commentary,id_base_work,id_type_article_in_book,id_creator_37525,id_creator_37446,id_publisher_40,id_place_37,id_series_21,129-135,,,,1998,,,,
id_work_89,SPRINT-S: A parallelization tool for experiments with simulation models,id_base_work,id_type_pik_series,id_creator_39716,,id_publisher_8,id_place_8,id_series_22,,,,,1998,http://www.pik-potsdam.de/pik_web/publications/pik_reports/reports/reports/pr.47/sprints.pdf,,,
id_work_90,Auswirkungen von Klimaänderungen auf die Region Berlin- Brandenburg,id_base_work,id_type_lecture,id_creator_41539,,,id_place_21,,,,,,1996,,,,
id_work_91,Coastal adaptation to climate change: can the IPCC Technical Guidelines be applied?,id_base_work,id_type_isi_article,id_creator_38205;id_creator_37751;id_creator_2543,,,,,239-252,,3-4,4,1999,,id_keyword_1421;id_keyword_1411;id_keyword_344;id_keyword_1411;id_keyword_966;id_keyword_1411;id_keyword_1032;id_keyword_1411;id_keyword_136,id_journal_18,
id_work_92,Raubbau an natürlichen Ressourcen: Globale Bestimmung des Raubbau Syndroms,id_base_work,id_type_epub,id_creator_10127;id_creator_13629;id_creator_8370;id_creator_266,,id_publisher_41,id_place_38,,177-185,,,,1996,,,,
id_work_93,A method to assess a regional climate model's performance in reproducing extreme conditions,id_base_work,id_type_conference_paper,id_creator_24885,,id_publisher_42,id_place_39,,3-54,,,,1999,,,,
id_work_94,"Integrated assessment of climate protection strategies (ICLIPS): project overview, the tolerable windows concept and integration, climate impact response functios",id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_95,Das Beispiel: Die Auswirkungen des extrem heißen und trockenen Sommers 1992 im Norden Deutschlands (Extremer Nordsommer 1992),id_base_work,id_type_article_in_book,id_creator_25471;id_creator_39716,id_creator_37134;id_creator_41501;id_creator_39693;id_creator_38791,id_publisher_43,id_place_16,id_series_7,254-258,,,,1998,,,,
id_work_96,Tolerable climate windows and emission corridors: new results with the ICLIPS model,id_base_work,id_type_article_in_book,id_creator_37460;id_creator_40014;id_creator_26859;id_creator_39360,id_creator_37138;id_creator_37139,id_publisher_44,id_place_0,id_series_23,211-232,,,,1998,,id_keyword_137;id_keyword_1411;id_keyword_589;id_keyword_1411;id_keyword_141;id_keyword_1411;id_keyword_143,,
id_work_97,Topographical and ecological controls of runoff generation and lateral flows in mountain catchments,id_base_work,id_type_isi_article,id_creator_39262;id_creator_37608,id_creator_37208;id_creator_37209;id_creator_37210;id_creator_37211,,id_place_40,,199-206,,248,,1998,,id_keyword_144;id_keyword_1411;id_keyword_146;id_keyword_1411;id_keyword_172,id_journal_19,
id_work_98,Land use change and climate feedback with particular reference to the water balance of semi-arid regions,id_base_work,id_type_isi_article,id_creator_37144;id_creator_39160;id_creator_37146,id_creator_37144;id_creator_39160;id_creator_37146,,,,1-53,,4,23,1998,,id_keyword_149;id_keyword_1411;id_keyword_151,id_journal_20,
id_work_99,A Relationship between Regional and Global GCM Surface Air Temperature Changes and its Application to an Integrated Model of Climate Change,id_base_work,id_type_conference_paper,id_creator_31507;id_creator_2212;id_creator_2213;id_creator_2007,,id_publisher_45,id_place_41,,468-473,,,,1994,,,,
id_work_100,Syndrome des globalen Wandels - Ein interdisziplinärer Versuch zur Analyse und Modellierung nichtnachhaltiger Mensch-Natur- Interaktionen,id_base_work,id_type_lecture,id_creator_10219;id_creator_41486,,,,,,,,,1997,,,,
id_work_101,Syndromes of Global Change: Non-Sustainable Patterns of Nature- Society-Interactions,id_base_work,id_type_lecture,id_creator_41486,,,,,,,,,1996,,,,
id_work_102,The extreme flood in the Odra/Oder river basin in summer 1997: summary and conclusions from an European expert meeting,id_base_work,id_type_conference_paper,id_creator_39160;id_creator_37149;id_creator_39103,id_creator_39160;id_creator_37148;id_creator_37149;id_creator_39103,id_publisher_46,id_place_42,,7-14,Proceedings of the European Expert Meeting on the Oder Flood 1997,,,1999,,,,
id_work_103,Learning About Integrated Environmental Assessment: An Introductory Polylogue,id_base_work,id_type_article_in_book,id_creator_37277;id_creator_291;id_creator_38267;id_creator_293;id_creator_37460,id_creator_37151;id_creator_37277;id_creator_37153;id_creator_37154,id_publisher_47,id_place_43,id_series_24,7-21,,,,1997,,,,
id_work_104,The Likely Response of Terrestrial Biota to Future Environmental Changes (Conclusions),id_base_work,id_type_article_in_book,id_creator_37338;id_creator_41326;id_creator_37340;id_creator_37341,id_creator_37338;id_creator_41326;id_creator_37340;id_creator_37341,id_publisher_48,id_place_21,id_series_25,487-504,,,,1997,,,,
id_work_105,Use of models in global change studies,id_base_work,id_type_article_in_book,id_creator_3641;id_creator_37550;id_creator_37520;id_creator_302;id_creator_440;id_creator_27182;id_creator_3648;id_creator_3649;id_creator_11098;id_creator_7389;id_creator_3652;id_creator_39174;id_creator_311;id_creator_3655;id_creator_3656;id_creator_37282,id_creator_37221;id_creator_37222;id_creator_39172;id_creator_37224,id_publisher_18,id_place_13,id_series_26,106-140,,,,1998,,,,
