id,label,id_prop_instance_of,id_prop_publication_type,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_series,id_prop_pages,id_prop_title,id_prop_issue,id_prop_volume,id_prop_publication_date,id_prop_reference_URL,id_prop_keyword,id_prop_journal,id_prop_conference
id_work_6673,Dramatic change in Jupiter’s great red spot from spacecraft observations,id_base_work,id_type_isi_article,id_creator_26092;id_creator_26093;id_creator_26094;id_creator_26095;id_creator_26096;id_creator_36120;id_creator_26098;id_creator_26099,,,,,,,L31,797,2014,,,id_journal_908,
id_work_6674,Extreme rainfall of the South American monsoon system: A dataset comparison using complex networks,id_base_work,id_type_isi_article,id_creator_34563;id_creator_29959;id_creator_26111;id_creator_41863;id_creator_26104;id_creator_41659,,,,,1031-1056,,3,28,2015,,,id_journal_35,
id_work_6675,The South American rainfall dipole: A complex network analysis of extreme events,id_base_work,id_type_isi_article,id_creator_34563;id_creator_34259;id_creator_29959;id_creator_33392;id_creator_41863;id_creator_26111;id_creator_41659,,,,,7397-7405,,20,41,2014,,,id_journal_176,
id_work_6676,Estimation of sedimentary proxy records together with associated uncertainty,id_base_work,id_type_isi_article,id_creator_34564;id_creator_41648;id_creator_33983;id_creator_41863;id_creator_34528;id_creator_34526;id_creator_41659,,,,,1093-1111,,6,21,2014,,,id_journal_348,
id_work_6677,Order to chaos transition studies in a DC glow discharge plasma by using recurrence quantification analysis,id_base_work,id_type_isi_article,id_creator_32697;id_creator_32704;id_creator_30847;id_creator_26123;id_creator_32705;id_creator_41863;id_creator_41659;id_creator_26127;id_creator_26128;id_creator_28449,,,,,285-293,,,69,2014,,,id_journal_713,
id_work_6678,Regional integration to support full renewable power deployment for Europe by 2050,id_base_work,id_type_article_in_book,id_creator_40404;id_creator_34397;id_creator_40400;id_creator_40402,id_creator_41646,id_publisher_211,id_place_48,,121-136,The Politics of Energy,,,2012,,,,
id_work_6679,Neuronal excitability level transition induced by electrical stimulation,id_base_work,id_type_isi_article,id_creator_26134;id_creator_41659;id_creator_26424;id_creator_26425;id_creator_26426;id_creator_26427;id_creator_26428,,,,,2913-2922,,13,223,2014,,,id_journal_580,
id_work_6680,Diversity and time delays induce resonance in a modular neuronal network,id_base_work,id_type_isi_article,id_creator_26141;id_creator_26142;id_creator_41659,,,,,,,043140,24,2014,,,id_journal_543,
id_work_6681,Analysis of cluster explosive synchronization in complex networks,id_base_work,id_type_isi_article,id_creator_33497;id_creator_30753;id_creator_30755;id_creator_41659,,,,,,,062810,90,2014,,,id_journal_323,
id_work_6682,In Rekordlaune,id_base_work,id_type_other_article,id_creator_36434,,,,,,,1,7,2015,,id_keyword_1416,id_journal_909,
id_work_6683,"Forest resilience, tipping points and global change processes [Editorial]",id_base_work,id_type_isi_article,id_creator_36693;id_creator_35607;id_creator_26151;id_creator_36035,,,,,1-4,,1,103,2015,,,id_journal_888,
id_work_6684,"Global Warming: Health, Sanity, and Insanity",id_base_work,id_type_article_in_book,id_creator_32989;id_creator_40583,,id_publisher_880,id_place_21,,76-77,World Health Summit Yearbook 2014,,,2014,,,,
id_work_6685,Regional and sectoral disaggregation of multi-regional input-output tables: A flexible algorithm,id_base_work,id_type_isi_article,id_creator_33103;id_creator_35934;id_creator_35009;id_creator_28150;id_creator_35924;id_creator_36366,,,,,194-212,,2,27,2015,,,id_journal_910,
id_work_6686,Potential impacts of climate change and regional anthropogenic activities in Central European mesoscale catchments,id_base_work,id_type_isi_article,id_creator_32929;id_creator_41181;id_creator_33060;id_creator_32928;id_creator_40817,,,,,912-928,,5,60,2015,,,id_journal_911,
id_work_6687,Below 2°C or 1.5°C depends on rapid action from both Annex I and Non-Annex I countries,id_base_work,id_type_report,id_creator_35265;id_creator_35264;id_creator_26189;id_creator_40329;id_creator_35831;id_creator_35641;id_creator_36456;id_creator_29624;id_creator_33451,,id_publisher_841,id_place_48,id_series_718,,,,,2014,http://climateactiontracker.org/assets/publications/briefing_papers/CAT_Bonn_policy_update_jun2014-final_revised.pdf,,,
id_work_6688,China and the US: how does their climate action compare?,id_base_work,id_type_report,id_creator_40329;id_creator_35831;id_creator_33450;id_creator_33456;id_creator_35265;id_creator_35264;id_creator_29624;id_creator_26189;id_creator_35641;id_creator_33451;id_creator_26226,,id_publisher_841,id_place_48,id_series_718,,,,,2014,http://climateactiontracker.org/assets/publications/briefing_papers/CAT_briefing_China_and_the_US__how_does_their_climate_action_compare.pdf,,,
id_work_6689,"Rapid phase out of coal essential, but not enough to hold warming below 2°C",id_base_work,id_type_report,id_creator_35265;id_creator_35264;id_creator_29624;id_creator_26189;id_creator_36456;id_creator_40329;id_creator_35831;id_creator_35641;id_creator_33451;id_creator_26226;id_creator_33456,,id_publisher_841,id_place_48,id_series_718,,,,,2014,http://climateactiontracker.org/assets/publications/briefing_papers/CAT_BKM_2014.09.22_PRESS_DISTRIBUTION_final.pdf,,,
id_work_6690,"China, US and EU post-2020 plans reduce projected warming",id_base_work,id_type_report,id_creator_35265;id_creator_33451;id_creator_35264;id_creator_29624;id_creator_26226;id_creator_29607;id_creator_40329;id_creator_35831;id_creator_33450;id_creator_35641;id_creator_36456;id_creator_33458;id_creator_33448;id_creator_33456;id_creator_33454,,id_publisher_841,id_place_48,id_series_718,,,,,2014,http://climateactiontracker.org/assets/publications/briefing_papers/CAT_Briefing_10122014.pdf,,,
id_work_6691,Identifying environmental controls on vegetation greenness phenology through model–data integration,id_base_work,id_type_isi_article,id_creator_35600;id_creator_31978;id_creator_36986;id_creator_26215;id_creator_36694;id_creator_31966;id_creator_36375,,,,,7025-7050,,,11,2014,http://www.biogeosciences.net/11/7025/2014/bg-11-7025-2014.pdf,,id_journal_375,
id_work_6692,Australian Energy 'Green Paper' foresees continuing increase in coal use: undermines 2° goal and heads towards a 4°C world,id_base_work,id_type_report,id_creator_35265;id_creator_29624;id_creator_35264;id_creator_40329;id_creator_35831;id_creator_35641;id_creator_33451;id_creator_26226;id_creator_33456,,id_publisher_841,id_place_48,id_series_718,,,,,2014,http://climateactiontracker.org/assets/publications/briefing_papers/CAT_Reaction_AustGreenpaper_FINAL-cb_BH.pdf,,,
id_work_6693,Persistent growth of CO2 emissions and implications for reaching climate targets,id_base_work,id_type_isi_article,id_creator_31499;id_creator_26229;id_creator_40333;id_creator_31501;id_creator_34789;id_creator_36485;id_creator_36167;id_creator_26235;id_creator_35264;id_creator_41394;id_creator_26238,,,,,709-715,,10,7,2014,,,id_journal_641,
id_work_6694,The role of time preferences in explaining the long-term pattern of international trade,id_base_work,id_type_other_article,id_creator_40014;id_creator_36171;id_creator_36167,,,,,83-106,,1,15,2015,,id_keyword_1429,id_journal_912,
id_work_6695,Forced synchronization of quasiperiodic oscillations,id_base_work,id_type_isi_article,id_creator_26242;id_creator_41659;id_creator_26244,,,,,316-323,,1,20,2015,,,id_journal_668,
id_work_6696,On controllability of neuronal networks with constraints on the average of control gains,id_base_work,id_type_isi_article,id_creator_34308;id_creator_35164;id_creator_31690;id_creator_26248;id_creator_41659,,,,,2670-2681,,12,44,2014,,,id_journal_825,
id_work_6697,Interdisciplinary challenges in the study of power grid resilience and stability and their relation to extreme weather events,id_base_work,id_type_isi_article,id_creator_41648;id_creator_41649;id_creator_28410;id_creator_41659,,,,,2383-2386,,12,223,2014,,,id_journal_580,
id_work_6698,Basin stability of the Kuramoto-like model in small networks,id_base_work,id_type_isi_article,id_creator_33497;id_creator_41659,,,,,2483-2491,,12,223,2014,,,id_journal_580,
id_work_6699,Effects of catastrophic anemia in an intra-host model of Malaria,id_base_work,id_type_isi_article,id_creator_26256;id_creator_34388;id_creator_26258;id_creator_41659,,,,,,,1450105,24,2014,,,id_journal_301,
id_work_6700,Robustness of interrelated traffic networks to cascading failures,id_base_work,id_type_isi_article,id_creator_35436;id_creator_36794;id_creator_36780;id_creator_41659;id_creator_36782;id_creator_36783,,,,,,,5413,4,2014,,,id_journal_775,
id_work_6701,Disentangling different types of El Niño episodes by evolving climate network analysis,id_base_work,id_type_isi_article,id_creator_26266;id_creator_33558;id_creator_26268;id_creator_33555;id_creator_33917,,,,,,,6,89,2014,http://journals.aps.org/pre/pdf/10.1103/PhysRevE.88.052807,id_keyword_1206,id_journal_323,
id_work_6702,Chaos and cryptography: A new dimension in secure communications,id_base_work,id_type_isi_article,id_creator_41652;id_creator_41659,,,,,1441-1445,,8,223,2014,,,id_journal_580,
id_work_6703,Synchronization in coupled Ikeda delay systems,id_base_work,id_type_isi_article,id_creator_26273;id_creator_26274;id_creator_41652;id_creator_26276;id_creator_26277;id_creator_26278;id_creator_26279;id_creator_41659,,,,,1465-1479,,8,223,2014,,,id_journal_580,
id_work_6704,Dynamic environment coupling induced synchronized states in coupled time-delayed electronic circuits,id_base_work,id_type_isi_article,id_creator_30675;id_creator_26282;id_creator_31700;id_creator_26284;id_creator_30677;id_creator_41659,,,,,,,1450067,24,2014,,,id_journal_301,
id_work_6705,Evolving dynamical networks,id_base_work,id_type_isi_article,id_creator_41654;id_creator_41655;id_creator_41659;id_creator_41657,,,,,1-6,,,267,2014,,,id_journal_61,
id_work_6706,Modulation of the N170 adaptation profile by higher level factors,id_base_work,id_type_isi_article,id_creator_28166;id_creator_26292;id_creator_41659;id_creator_26294,,,,,27-34,,,97,2014,,,id_journal_913,
id_work_6707,Dyadic Cantor set and its kinetic and stochastic counterpart,id_base_work,id_type_isi_article,id_creator_26295;id_creator_26296;id_creator_26297;id_creator_41659,,,,,31-39,,,60,2014,,,id_journal_713,
id_work_6708,Synchronized pendula: From Huygens’ clocks to chimera states,id_base_work,id_type_isi_article,id_creator_41658;id_creator_41659,,,,,609-612,,4,223,2014,,,id_journal_580,
id_work_6709,Synchrony based learning rule of Hopfield like chaotic neural networks with desirable structure,id_base_work,id_type_isi_article,id_creator_26301;id_creator_41659,,,,,151-156,,2,8,2014,,,id_journal_914,
id_work_6710,Correlations between climate network and relief data,id_base_work,id_type_isi_article,id_creator_26303;id_creator_26304;id_creator_26305;id_creator_26306;id_creator_30755;id_creator_41659,,,,,1127-1132,,6,21,2014,,,id_journal_348,
id_work_6711,Synchronization in complex networks and its application - A survey of recent advances and challenges,id_base_work,id_type_isi_article,id_creator_34308;id_creator_32709;id_creator_31690;id_creator_41659,,,,,184-198,,2,38,2014,,,id_journal_915,
id_work_6712,Prevention and trust evaluation scheme based on interpersonal relationships for large-scale peer-to-peer networks,id_base_work,id_type_isi_article,id_creator_36794;id_creator_41659;id_creator_36783;id_creator_30905,,,,,,,189213,2014,2014,,,id_journal_850,
id_work_6713,Testing the detectability of spatio-temporal climate transitions from paleoclimate networks with the START model,id_base_work,id_type_isi_article,id_creator_33983;id_creator_34742;id_creator_41659,,,,,691-703,,3,21,2014,,,id_journal_348,
id_work_6714,Reducing the environmental impacts of power transmission lines,id_base_work,id_type_article_in_book,id_creator_40400;id_creator_26321,id_creator_41647,id_publisher_881,id_place_437,id_series_768,183-198,Eco-friendly Innovation in Electricity Transmission and Distribution Networks,,,2014,,,,
id_work_6715,Planetary boundaries: Guiding human development on a changing planet,id_base_work,id_type_isi_article,id_creator_40574;id_creator_40573;id_creator_42110;id_creator_36892;id_creator_36226;id_creator_26327;id_creator_26328;id_creator_26329;id_creator_36828;id_creator_26331;id_creator_37192;id_creator_40655;id_creator_36211;id_creator_35899;id_creator_26336;id_creator_41537;id_creator_26338;id_creator_26339,,,,,,,1259855,347,2015,,,id_journal_131,
id_work_6716,The global economic long-term potential of modern biomass in a climate-constrained world,id_base_work,id_type_isi_article,id_creator_34238;id_creator_35895;id_creator_40015;id_creator_35838;id_creator_36908;id_creator_36826;id_creator_30605;id_creator_40970,,,,,,,074017,9,2014,,,id_journal_472,
id_work_6717,Resilient Power Grids and Extreme Events,id_base_work,id_type_editied_book,,id_creator_41648;id_creator_41649;id_creator_41650;id_creator_41659,id_publisher_36,id_place_21,id_series_769,2383-2644,,,,2014,,,,
id_work_6718,"Chaos, Cryptography and Communications",id_base_work,id_type_editied_book,,id_creator_41652;id_creator_41659,id_publisher_36,id_place_21,id_series_770,1441-1742,,,,2014,,,,
id_work_6719,Evolving Dynamical Networks,id_base_work,id_type_editied_book,,id_creator_41654;id_creator_41655;id_creator_41659;id_creator_41657,id_publisher_92,id_place_6,id_series_771,1-132,,,,2014,,,,
id_work_6720,Synchronization of Pendula Systems,id_base_work,id_type_editied_book,,id_creator_41658;id_creator_41659,id_publisher_36,id_place_21,id_series_772,609-847,,,,2014,,,,
id_work_6721,Dryer years and brighter sky - the predictable simulation outcomes for Germany's warmer climate from the weather resampling model STARS,id_base_work,id_type_isi_article,id_creator_42031;id_creator_27527,,,,,3691-3700,,12,35,2015,,,id_journal_50,
id_work_6722,Climate science: Unburnable fossil-fuel reserves,id_base_work,id_type_isi_article,id_creator_36819;id_creator_35832,,,,,150-152,,7533,517,2015,,,id_journal_89,
id_work_6723,Global typology of urban energy use and potentials for an urbanization mitigation wedge,id_base_work,id_type_isi_article,id_creator_36877;id_creator_30562;id_creator_28150;id_creator_33540;id_creator_26356,,,,,6283-6288,,20,112,2015,,,id_journal_448,
id_work_6724,Bottom-up or Top-Down?,id_base_work,id_type_article_in_book,id_creator_41661;id_creator_41854;id_creator_37660,id_creator_41660;id_creator_41661;id_creator_41662,id_publisher_211,id_place_48,id_series_773,167-180,Toward a New Climate Agreement,,,2014,,,,
id_work_6725,Effectiveness,id_base_work,id_type_article_in_book,id_creator_26360,id_creator_41663;id_creator_41664,id_publisher_882,id_place_438,,64-67,Essential Concepts of Global Environmental Governance,,,2014,http://www.routledge.com/books/details/9780415822473/,,,
id_work_6726,Multivariate extensions of recurrence networks reveal geometric signatures of coupling between nonlinear systems,id_base_work,id_type_article_in_book,id_creator_33558;id_creator_26362;id_creator_36225;id_creator_34014;id_creator_33917,,id_publisher_703,id_place_439,,321-324,"Proceedings of the 2014 International Symposium on Nonlinear Theory and its Applications NOLTA2014, Luzern, Switzerland, September 14-19, 2012",,,2014,,,,
id_work_6727,Complex Network Analysis of Recurrences,id_base_work,id_type_article_in_book,id_creator_36846;id_creator_36848;id_creator_36845;id_creator_26369,id_creator_41861;id_creator_41863,id_publisher_36,id_place_433,id_series_759,101-163,Recurrence Quantification Analysis,,,2015,,,,
id_work_6728,Changements mondiaux des styles de consommation et de vie: un défi pour la sociologie de l’environnement,id_base_work,id_type_article_in_book,id_creator_41486,id_creator_41667;id_creator_41668;id_creator_41669;id_creator_41670,id_publisher_883,id_place_23,,249-269,Environnement et Sciences Sociales en France et en Allemagne,,,2014,http://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=article&no=28665,,,
id_work_6729,Klimaneutrales Berlin 2050: Ergebnisse der Machbarkeitsstudie,id_base_work,id_type_other_article,id_creator_41486,,,,,4-5,,1,2014,2014,http://www.berliner-impulse.de/fileadmin/Berliner-ImpulsE/1_Zeitschrift/2014/Energie-ImpulsE_01_2014_web.pdf,,id_journal_325,
id_work_6730,Fala uderzeniowa. Blockbuster Pojutrze i jego wplyw na swiadomosc ekologiczna niemieckiej widowni,id_base_work,id_type_article_in_book,id_creator_41486;id_creator_26373;id_creator_26374,id_creator_41671;id_creator_41672,id_publisher_884,id_place_307,,281-299,Badanie Widowni Filmowej: Antologia Przekładów,,,2014,,,,
id_work_6731,Education for Sustainable Lifestyles - ESL,id_base_work,id_type_article_in_book,id_creator_34419;id_creator_41486,id_creator_41673,id_publisher_885,id_place_21,id_series_774,122-129,Capacity Development: Approaches for Future Megacities,,,2014,,,,
id_work_6732,Klimaneutrales Berlin 2050,id_base_work,id_type_report,id_creator_41486;id_creator_41487;id_creator_41488;id_creator_31227;id_creator_26381;id_creator_26382;id_creator_34416;id_creator_26384;id_creator_26385;id_creator_26386;id_creator_26387;id_creator_34412;id_creator_34422;id_creator_41269;id_creator_34419;id_creator_26392;id_creator_31235;id_creator_26394;id_creator_26395;id_creator_34414;id_creator_26397,,id_publisher_864,id_place_21,,,,,,2014,http://www.stadtentwicklung.berlin.de/umwelt/klimaschutz/studie_klimaneutrales_berlin/download/Machbarkeitsstudie_Berlin2050_Hauptbericht.pdf,,,
id_work_6733,Urban Winds of Change,id_base_work,id_type_article_in_book,id_creator_41486,id_creator_41674;id_creator_41675;id_creator_41676;id_creator_41677,id_publisher_886,id_place_21,,18-23,City and Wind: Climate as an Architectural Instrument,,,2014,,,,
id_work_6734,Naturbewusstsein 2013: Bevölkerungsumfrage zu Natur und biologischer Vielfalt,id_base_work,id_type_report,id_creator_41333;id_creator_41486,,id_publisher_887,id_place_21,,,,,,2014,http://www.bfn.de/fileadmin/MDB/documents/themen/gesellschaft/Naturbewusstsein/Naturbewusstsein_2013.pdf,,,
id_work_6735,The optimal share of variable renewables: How the variability of wind and solar power affects their welfare-optimal deployment,id_base_work,id_type_isi_article,id_creator_34023,,,,,,,1,36,2015,,id_keyword_1207,id_journal_390,
id_work_6736,How complex climate networks complement eigen techniques for the statistical analysis of climatological data,id_base_work,id_type_isi_article,id_creator_35106;id_creator_26403;id_creator_33427;id_creator_41863;id_creator_41659,,,,,2407-2424,,9,45,2015,,,id_journal_51,
id_work_6737,"Climate Change, the Monarch Butterfly, and Intergenerational Contracting",id_base_work,id_type_article_in_book,id_creator_40583,,id_publisher_888,id_place_85,,,Contributions Towards a Sustainable World. In Dialogue with Klaus Töpfer,,,2014,,,,
id_work_6738,Climate Change 2014: Mitigation of Climate Change,id_base_work,id_type_editied_book,,id_creator_41768;id_creator_41769;id_creator_41770;id_creator_41771;id_creator_41772;id_creator_41773;id_creator_41774;id_creator_41775;id_creator_41776;id_creator_41777;id_creator_41778;id_creator_41779;id_creator_41780;id_creator_41781;id_creator_41782;id_creator_41783,id_publisher_13,id_place_13,,,,,,2014,,,,
id_work_6739,A theory-based discussion of international technology funding,id_base_work,id_type_other_article,id_creator_26408,,,,,313-327,,2,17,2015,,id_keyword_1429,id_journal_916,
id_work_6740,Die größte Herausforderung,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2014,http://www.scilogs.de/klimalounge/die-groesste-herausforderung-un-klimagipfel/,,,
id_work_6741,Neuer Schwung beim Klimaschutz,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2014,http://www.scilogs.de/klimalounge/neuer-schwung-beim-klimaschutz/,,,
id_work_6742,Purzelnde Rekorde + Updates,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2014,http://www.scilogs.de/klimalounge/purzelnde-rekorde/,,,
id_work_6743,2014 wärmstes Jahr in Europa seit mindestens 500 Jahren,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2014,http://www.scilogs.de/klimalounge/2014-waermstes-jahr-in-europa-seit-mindestens-500-jahren/,,,
id_work_6744,Eine fragwürdige Blogwahl + Update,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2015,http://www.scilogs.de/klimalounge/eine-fragwuerdige-blogwahl/,,,
id_work_6745,Eine neue Meeresspiegelkurve,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2015,http://www.scilogs.de/klimalounge/eine-neue-meeresspiegelkurve/,,,
id_work_6746,Obamas “State of the Union” zum Klima,id_base_work,id_type_epub,id_creator_36434,,id_publisher_559,id_place_31,id_series_775,,,,,2015,http://www.scilogs.de/klimalounge/obamas-state-of-the-union-zum-klima/,,,
id_work_6747,Rossby waves and surface weather extremes,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2014,http://www.realclimate.org/index.php/archives/2014/07/rossby-waves-and-surface-weather-extremes/#more-17358,,,
id_work_6748,Limiting global warming to 2 °C – why Victor and Kennel are wrong + update,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2014,http://www.realclimate.org/index.php/archives/2014/10/limiting-global-warming-to-2-c-why-victor-and-kennel-are-wrong/,,,
id_work_6749,Ocean heat storage: a particularly lousy policy target + Update,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2014,http://www.realclimate.org/index.php/archives/2014/10/ocean-heat-storage-a-particularly-lousy-policy-target/#more-17608,,,
id_work_6750,Recent global warming trends: significant or paused or what?,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2014,http://www.realclimate.org/index.php/archives/2014/12/recent-global-warming-trends-significant-or-paused-or-what/#more-17725,,,
id_work_6751,The most popular deceptive climate graph,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2014,http://www.realclimate.org/index.php/archives/2014/12/the-most-popular-deceptive-climate-graph/#more-17765,,,
id_work_6752,A new sea level curve,id_base_work,id_type_epub,id_creator_36434,,id_publisher_717,id_place_205,id_series_599,,,,,2015,http://www.realclimate.org/index.php/archives/2015/01/a-new-sea-level-curve/#more-18022,,,
id_work_6753,Neuronal excitability level transition induced by electrical stimulation,id_base_work,id_type_isi_article,id_creator_26422;id_creator_33917;id_creator_26424;id_creator_26425;id_creator_26426;id_creator_26427;id_creator_26428,,,,,2913-2922,,13,223,2014,http://download.springer.com/static/pdf/44/art%253A10.1140%252Fepjst%252Fe2014-02304-x.pdf?auth66=1422018034_d8ca6e4b6453adc873e1f6c9c15a3714&ext=.pdf,,id_journal_917,
id_work_6754,How do small differences in nonidentical pulse-coupled oscillators induce great changes in their synchronous behavior?,id_base_work,id_type_isi_article,id_creator_29629;id_creator_41659;id_creator_26431;id_creator_26432,,,,,2759-2773,,13,223,2014,,,id_journal_580,
id_work_6755,Detours around basin stability in power networks,id_base_work,id_type_isi_article,id_creator_36412;id_creator_41648;id_creator_41659,,,,,,,125001,16,2014,,,id_journal_578,
id_work_6756,Individual nodeʼs contribution to the mesoscale of complex networks,id_base_work,id_type_isi_article,id_creator_29153;id_creator_26437;id_creator_40647;id_creator_41659;id_creator_26440,,,,,,,125006,16,2014,,,id_journal_578,
id_work_6757,Improving power grid transient stability by plug-in electric vehicles,id_base_work,id_type_isi_article,id_creator_26441;id_creator_26442;id_creator_41659;id_creator_31004,,,,,,,115009,16,2014,,,id_journal_578,
id_work_6758,General scaling of maximum degree of synchronization in noisy complex networks,id_base_work,id_type_isi_article,id_creator_30841;id_creator_34563;id_creator_41659,,,,,,,115009,16,2014,,,id_journal_578,
id_work_6759,Climate Change and the World Cultural Heritage,id_base_work,id_type_article_in_book,id_creator_40583;id_creator_32989,id_creator_41694,id_publisher_871,id_place_207,,42-45,Historic Gardens and Climate Change,,,2014,,,,
id_work_6760,Climate Policy Enhances Efficiency: A Macroeconomic Portfolio Effect,id_base_work,id_type_report,id_creator_34623;id_creator_36810;id_creator_41768,,id_publisher_706,id_place_297,id_series_776,,,,,2015,http://www.cesifo-group.de/DocDL/cesifo1_wp5161.pdf,,,
id_work_6761,The role of emissions trading and permit allocation in international climate agreements with asymmetric countries,id_base_work,id_type_other_article,id_creator_36819;id_creator_35922;id_creator_26455,,,,,361-392,,4,4,2014,,id_keyword_1429,id_journal_878,
id_work_6762,Linking local impacts to changes in climate: a guide to attribution,id_base_work,id_type_isi_article,id_creator_41121;id_creator_34829;id_creator_33024;id_creator_27014;id_creator_41326,,,,,527-541,,2,16,2016,,,id_journal_293,
id_work_6763,Evidence for an exceptional 20th-Century slowdown in Atlantic Ocean overturning,id_base_work,id_type_isi_article,id_creator_36434;id_creator_26462;id_creator_35576;id_creator_36433;id_creator_35119;id_creator_26895;id_creator_26467,,,,,,,,,2015 (Accepted January),,,id_journal_716,
id_work_6764,"Effects of climate extremes on the terrestrial carbon cycle: concepts, processes and potential future impacts",id_base_work,id_type_isi_article,id_creator_26472;id_creator_33126;id_creator_26470;id_creator_36375;id_creator_26472;id_creator_33119;id_creator_36332;id_creator_26475;id_creator_36692;id_creator_26477;id_creator_36223;id_creator_26479;id_creator_34789;id_creator_37029;id_creator_41326;id_creator_36689;id_creator_26484;id_creator_31590;id_creator_35607;id_creator_35981;id_creator_34205;id_creator_26489;id_creator_26490;id_creator_35070,,,,,2861-2880,,8,21,2015,,,id_journal_2,
id_work_6765,How model and input uncertainty impact maize yield simulations in West Africa,id_base_work,id_type_isi_article,id_creator_36672;id_creator_26493;id_creator_26494;id_creator_36673,,,,,,,024017,10,2015,,,id_journal_472,
id_work_6766,Vom Umgang mit Wertekonflikten in wissenschaftlichen Gutachten zur Klimapolitik,id_base_work,id_type_article_in_book,id_creator_40646;id_creator_41768,id_creator_41695,id_publisher_889,id_place_30,,139-163,Bedroht Entscheidungsfreiheit Gesundheit und Nachhaltigkeit?,,,2014,,,,
id_work_6767,Analysing spatially extended high-dimensional dynamics by recurrence plots,id_base_work,id_type_isi_article,id_creator_41863;id_creator_26584;id_creator_41659,,,,,894-900,,10-11,379,2015,,id_keyword_1210;id_keyword_1420;id_keyword_1212;id_keyword_1420;id_keyword_1214;id_keyword_1420;id_keyword_1216,id_journal_329,
id_work_6768,Comparison of water flows in four European lagoon catchments under a set of future climate scenarios,id_base_work,id_type_isi_article,id_creator_29006;id_creator_28836;id_creator_40723,,,,,716-746,,2,7,2015,,,id_journal_727,
id_work_6769,Improvement of hydrological simulations by applying daily precipitation interpolation schemes in meso-scale catchments,id_base_work,id_type_isi_article,id_creator_32856;id_creator_35083,,,,,747-779,,2,7,2015,,,id_journal_727,
id_work_6770,Socio-economic data for global environmental change research [Commentary],id_base_work,id_type_isi_article,id_creator_34323;id_creator_34553;id_creator_36972;id_creator_35576;id_creator_32989;id_creator_41499;id_creator_26512;id_creator_26513;id_creator_26514;id_creator_26515;id_creator_26516;id_creator_40583;id_creator_26518,,,,,503-506,,6,5,2015,,,id_journal_716,
id_work_6771,"Science for food, climate protection and welfare: An economic analysis of plant breeding research in Germany",id_base_work,id_type_isi_article,id_creator_40970;id_creator_26520;id_creator_26521;id_creator_26522,,,,,79-84,,,136,2015,,,id_journal_642,
id_work_6772,On the Fiscal Strategies of Escaping Poverty-Environment Traps (and) Towards Sustainable Growth,id_base_work,id_type_report,id_creator_35565;id_creator_41768,,id_publisher_706,id_place_297,id_series_777,,,,,2014,http://www.cesifo-group.de/DocDL/cesifo1_wp4865.pdf,,,
id_work_6773,Gleitwort zur deutschen Ausgabe,id_base_work,id_type_article_in_book,id_creator_41768,id_creator_41696,id_publisher_837,id_place_85,,14-18,Streitfall Klimawandel,,,2014,,,,
id_work_6774,"Green growth, degrowth, and the commons",id_base_work,id_type_isi_article,id_creator_36819;id_creator_41768,,,,,447-468,,3,30,2014,,,id_journal_918,
id_work_6775,Ist das Zwei-Grad-Ziel wünschenswert und ist es noch erreichbar? Der Beitrag der Wissenschaft zu einer politischen Debatte,id_base_work,id_type_article_in_book,id_creator_41768;id_creator_41772;id_creator_41019,id_creator_41697;id_creator_41698,id_publisher_114,id_place_85,id_series_778,69-92,Die Zukunft des Klimas,,,2015,,,,
id_work_6776,Closing the emission price gap,id_base_work,id_type_isi_article,id_creator_41768;id_creator_36819;id_creator_36877;id_creator_36818;id_creator_35567;id_creator_40646;id_creator_35922;id_creator_36810;id_creator_34623;id_creator_35924,,,,,132-143,,,31,2015,,,id_journal_39,
id_work_6777,Biodiversity research: data without theory - theory without data,id_base_work,id_type_other_article,id_creator_26541;id_creator_26542;id_creator_26543;id_creator_26544;id_creator_26545;id_creator_26546;id_creator_30203;id_creator_26548;id_creator_36375;id_creator_26550;id_creator_26551;id_creator_38258,,,,,,,Art. 20,3,2015,http://journal.frontiersin.org/article/10.3389/fevo.2015.00020/full,id_keyword_1429,id_journal_919,
id_work_6778,The economics of leadership in climate change mitigation,id_base_work,id_type_isi_article,id_creator_33113,,,,,196-214,,2,16,2016,,,id_journal_344,
