id,label,id_prop_instance_of
id_creator_193,"Schwanitz, J.",id_base_author
id_creator_194,"Willner, S.",id_base_author
id_creator_195,"Peña, N.",id_base_author
id_creator_196,"Jans, Y.",id_base_author
id_creator_197,"Zeng, X.",id_base_author
id_creator_198,"Lumbroso, D.",id_base_author
id_creator_199,"Böttcher, K.",id_base_author
id_creator_200,"Mandel, A.",id_base_author
id_creator_201,"Ayres, R.U.",id_base_author
id_creator_202,"Zhou, S.",id_base_author
id_creator_203,"Tiedemann, R.",id_base_author
id_creator_204,"Majda, A.M.",id_base_author
id_creator_205,"Felsenberg, D.",id_base_author
id_creator_206,"Peng, S.",id_base_author
id_creator_207,"Erdmann, G.",id_base_author
id_creator_208,"Bölling, L.",id_base_author
id_creator_209,"Milligan, M.",id_base_author
id_creator_210,"Meyer, H.",id_base_author
id_creator_211,"Pelz, H.J.",id_base_author
id_creator_212,"Engström, K.",id_base_author
id_creator_213,"Docquier, D.",id_base_author
id_creator_214,"Mastrangelo, A.",id_base_author
id_creator_215,"Biber, M.F.",id_base_author
id_creator_216,"Torvanger, A.",id_base_author
id_creator_217,"Lee, V.",id_base_author
id_creator_218,"van het Bolscher, M.",id_base_author
id_creator_219,"Bodin, P.",id_base_author
id_creator_220,"Wagtendonk, A.",id_base_author
id_creator_221,"Kölling, K.",id_base_author
id_creator_222,"Pomaz, V.L.",id_base_author
id_creator_223,"Confalonieri, R.",id_base_author
id_creator_224,"Moro-Martin, A.",id_base_author
id_creator_225,"Carrara, S.",id_base_author
id_creator_226,"Beljaars, A.C.M.",id_base_author
id_creator_227,"Moll, P.",id_base_author
id_creator_228,"Timmermann, A.",id_base_author
id_creator_229,"Mohamed-Katerere, J.",id_base_author
id_creator_10208,"Hanson, C.E.",id_base_author;id_base_editor
id_creator_231,"Anticamara, J.A.",id_base_author
id_creator_232,"Henning, F.",id_base_author
id_creator_233,"Anselmetti, F.S.",id_base_author
id_creator_234,"Gałuszka, A.",id_base_author
id_creator_235,"Barrett, M.",id_base_author
id_creator_236,"Sippel, S.",id_base_author
id_creator_237,"A., S.",id_base_author
id_creator_238,"Sun, J.",id_base_author
id_creator_239,"Hünerbein, A.",id_base_author
id_creator_240,"Outhred, H.",id_base_author
id_creator_241,"McClelland, J.W.",id_base_author
id_creator_242,"Hölker, F.",id_base_author
id_creator_243,"Häyhä, T.",id_base_author
id_creator_244,"Jarvis, P.",id_base_author
id_creator_245,"Prahl, B.F.",id_base_author
id_creator_246,"Vollmer, M.K.",id_base_author
id_creator_247,"Förster, H.",id_base_author
id_creator_10227,"Lohmann, G.",id_base_author;id_base_editor
id_creator_249,"Levis, C.",id_base_author
id_creator_250,"Sharkey, T.D.",id_base_author
id_creator_251,"Zhou, J.",id_base_author
id_creator_252,"Leclercq, P.W.",id_base_author
id_creator_253,"Hollweg, H.D.",id_base_author
id_creator_254,"Yang, C.",id_base_author
id_creator_255,"Weinkauf, T.",id_base_author
id_creator_256,"de Koninck, H.",id_base_author
id_creator_257,"Holzhauer, S.",id_base_author
id_creator_258,"Van Oost, K.",id_base_author
id_creator_259,"Gattuso, J.P.",id_base_author
id_creator_260,"Bendtsen, J.",id_base_author
id_creator_261,"Gosling, S.",id_base_author
id_creator_10236,"Goldammer, J.G.",id_base_author;id_base_editor
id_creator_263,"Cadisch, G.",id_base_author
id_creator_264,"Phillips, M.",id_base_author
id_creator_265,"Horgan, F.G.",id_base_author
id_creator_266,"Tietjen, B.",id_base_author
id_creator_267,"Sakurai, G.",id_base_author
id_creator_10240,"Noble, I.R.",id_base_author;id_base_editor
id_creator_269,"Nelson, G.C.",id_base_author
id_creator_270,"Perez-Mercader, J.",id_base_author
id_creator_271,"Notbohm, A.",id_base_author
id_creator_272,"Koster, R.",id_base_author
id_creator_10245,"Plattner, G.K.",id_base_author;id_base_editor
id_creator_274,"Weikert, H.",id_base_author
id_creator_275,"Li, A.",id_base_author
id_creator_276,"Smith, B.",id_base_author
id_creator_277,"Bouwman, A.F.",id_base_author
id_creator_278,"Clevers, J.",id_base_author
id_creator_279,"Dumas, C.",id_base_author
id_creator_280,"Semenchenko, V.",id_base_author
id_creator_281,"Stolberg, A.",id_base_author
id_creator_282,"Mitchell, C.",id_base_author
id_creator_283,"Storch, J.S.v.",id_base_author
id_creator_284,"Viney, N.R.",id_base_author
id_creator_285,"Zhao, C.",id_base_author
id_creator_286,"Mergenthaler, K.",id_base_author
id_creator_287,"Ostberg, S.",id_base_author
id_creator_288,"O'Neill, B.C.",id_base_author
id_creator_289,"Nitsch, J.",id_base_author
id_creator_290,"Woodward, S.",id_base_author
id_creator_291,"Frenzel, B.",id_base_author
id_creator_292,"Muench, M.",id_base_author
id_creator_293,"Young, S.",id_base_author
id_creator_294,"Cyffka, B.",id_base_author
